ts;raw;calc
2017.06.28 19:32:01:873;27.51;21.6
2017.06.28 19:32:02:932;27.51;21.6
2017.06.28 19:32:03:995;27.51;21.6
2017.06.28 19:32:05:124;27.52;21.6
2017.06.28 19:32:06:251;27.52;21.6
2017.06.28 19:32:07:378;27.52;21.6
2017.06.28 19:32:08:439;27.52;21.61
2017.06.28 19:32:09:524;27.52;21.61
2017.06.28 19:32:10:586;27.52;21.61
2017.06.28 19:32:11:676;27.53;21.61
2017.06.28 19:32:12:804;27.53;21.61
2017.06.28 19:32:13:864;27.53;21.61
2017.06.28 19:32:14:927;27.53;21.61
2017.06.28 19:32:15:989;27.53;21.61
2017.06.28 19:32:17:050;27.53;21.61
2017.06.28 19:32:18:126;27.53;21.61
2017.06.28 19:32:19:255;27.53;21.61
2017.06.28 19:32:20:316;27.53;21.61
2017.06.28 19:32:21:403;27.53;21.61
2017.06.28 19:32:22:496;27.53;21.61
2017.06.28 19:32:23:659;27.53;21.61
2017.06.28 19:32:24:757;27.54;21.62
2017.06.28 19:32:25:911;27.54;21.62
2017.06.28 19:32:27:038;27.54;21.62
2017.06.28 19:32:28:163;27.54;21.62
2017.06.28 19:32:29:224;27.54;21.62
2017.06.28 19:32:30:311;27.54;21.62
2017.06.28 19:32:31:442;27.53;21.62
2017.06.28 19:32:32:566;27.53;21.61
2017.06.28 19:32:33:694;27.53;21.61
2017.06.28 19:32:34:754;27.53;21.61
2017.06.28 19:32:35:815;27.53;21.61
2017.06.28 19:32:36:883;27.52;21.61
2017.06.28 19:32:37:994;27.52;21.6
2017.06.28 19:32:39:056;27.52;21.6
2017.06.28 19:32:40:141;27.51;21.6
2017.06.28 19:32:41:204;27.51;21.6
2017.06.28 19:32:42:292;27.51;21.6
2017.06.28 19:32:43:422;27.51;21.59
2017.06.28 19:32:44:500;27.51;21.59
2017.06.28 19:32:45:569;27.51;21.6
2017.06.28 19:32:46:700;27.51;21.59
2017.06.28 19:32:47:765;27.51;21.59
2017.06.28 19:32:48:825;27.5;21.59
2017.06.28 19:32:49:974;27.5;21.59
2017.06.28 19:32:51:101;27.5;21.59
2017.06.28 19:32:52:228;27.5;21.59
2017.06.28 19:32:53:355;27.5;21.59
2017.06.28 19:32:54:414;27.5;21.59
2017.06.28 19:32:55:504;27.5;21.59
2017.06.28 19:32:56:631;27.5;21.59
2017.06.28 19:32:57:757;27.51;21.59
2017.06.28 19:32:58:883;27.51;21.6
2017.06.28 19:33:00:010;27.51;21.6
2017.06.28 19:33:01:083;27.51;21.6
2017.06.28 19:33:02:264;27.51;21.6
2017.06.28 19:33:03:388;27.51;21.6
2017.06.28 19:33:04:449;27.52;21.6
2017.06.28 19:33:05:513;27.52;21.61
2017.06.28 19:33:06:592;27.52;21.61
2017.06.28 19:33:07:656;27.53;21.61
2017.06.28 19:33:08:817;27.53;21.61
2017.06.28 19:33:09:943;27.53;21.61
2017.06.28 19:33:11:068;27.53;21.61
2017.06.28 19:33:12:130;27.53;21.61
2017.06.28 19:33:13:217;27.53;21.61
2017.06.28 19:33:14:278;27.54;21.62
2017.06.28 19:33:15:473;27.54;21.62
2017.06.28 19:33:16:534;27.54;21.62
2017.06.28 19:33:17:620;27.54;21.62
2017.06.28 19:33:18:749;27.54;21.62
2017.06.28 19:33:19:876;27.54;21.62
2017.06.28 19:33:20:939;27.55;21.62
2017.06.28 19:33:22:028;27.55;21.62
2017.06.28 19:33:23:153;27.55;21.63
2017.06.28 19:33:24:280;27.55;21.63
2017.06.28 19:33:25:406;27.55;21.63
2017.06.28 19:33:26:485;27.55;21.63
2017.06.28 19:33:27:660;27.55;21.63
2017.06.28 19:33:28:784;27.55;21.63
2017.06.28 19:33:29:911;27.55;21.63
2017.06.28 19:33:31:037;27.55;21.63
2017.06.28 19:33:32:098;27.55;21.63
2017.06.28 19:33:33:162;27.55;21.63
2017.06.28 19:33:34:314;27.55;21.63
2017.06.28 19:33:35:441;27.55;21.63
2017.06.28 19:33:36:503;27.55;21.63
2017.06.28 19:33:37:564;27.55;21.63
2017.06.28 19:33:38:717;27.55;21.63
2017.06.28 19:33:39:844;27.55;21.63
2017.06.28 19:33:40:970;27.55;21.63
2017.06.28 19:33:42:096;27.55;21.63
2017.06.28 19:33:43:224;27.55;21.63
2017.06.28 19:33:44:285;27.55;21.63
2017.06.28 19:33:45:371;27.55;21.63
2017.06.28 19:33:46:500;27.55;21.63
2017.06.28 19:33:47:626;27.55;21.63
2017.06.28 19:33:48:753;27.56;21.63
2017.06.28 19:33:49:878;27.56;21.63
2017.06.28 19:33:51:027;27.56;21.63
2017.06.28 19:33:52:132;27.56;21.64
2017.06.28 19:33:53:259;27.56;21.64
2017.06.28 19:33:54:319;27.56;21.64
2017.06.28 19:33:55:406;27.56;21.64
2017.06.28 19:33:56:532;27.56;21.64
2017.06.28 19:33:57:665;27.56;21.63
2017.06.28 19:33:58:787;27.56;21.63
2017.06.28 19:33:59:913;27.56;21.63
2017.06.28 19:34:00:978;27.56;21.63
2017.06.28 19:34:02:061;27.56;21.63
2017.06.28 19:34:03:121;27.56;21.63
2017.06.28 19:34:04:183;27.56;21.63
2017.06.28 19:34:05:244;27.56;21.63
2017.06.28 19:34:06:312;27.56;21.63
2017.06.28 19:34:07:374;27.56;21.63
2017.06.28 19:34:08:440;27.56;21.63
2017.06.28 19:34:09:539;27.56;21.63
2017.06.28 19:34:10:622;27.56;21.63
2017.06.28 19:34:11:716;27.56;21.63
2017.06.28 19:34:12:816;27.56;21.63
2017.06.28 19:34:13:879;27.56;21.63
2017.06.28 19:34:14:963;27.56;21.63
2017.06.28 19:34:16:031;27.55;21.63
2017.06.28 19:34:17:092;27.55;21.63
2017.06.28 19:34:18:156;27.55;21.62
2017.06.28 19:34:19:267;27.55;21.62
2017.06.28 19:34:20:394;27.54;21.62
2017.06.28 19:34:21:520;27.54;21.62
2017.06.28 19:34:22:626;27.54;21.62
2017.06.28 19:34:23:773;27.54;21.62
2017.06.28 19:34:24:830;27.54;21.62
2017.06.28 19:34:25:920;27.54;21.62
2017.06.28 19:34:27:052;27.54;21.62
2017.06.28 19:34:28:177;27.54;21.62
2017.06.28 19:34:29:238;27.54;21.62
2017.06.28 19:34:30:324;27.54;21.62
2017.06.28 19:34:31:452;27.54;21.62
2017.06.28 19:34:32:579;27.54;21.62
2017.06.28 19:34:33:705;27.54;21.62
2017.06.28 19:34:34:765;27.54;21.62
2017.06.28 19:34:35:853;27.53;21.62
2017.06.28 19:34:36:982;27.53;21.61
2017.06.28 19:34:38:125;27.53;21.61
2017.06.28 19:34:39:235;27.53;21.62
2017.06.28 19:34:40:362;27.53;21.62
2017.06.28 19:34:41:426;27.54;21.62
2017.06.28 19:34:42:486;27.54;21.62
2017.06.28 19:34:43:637;27.54;21.62
2017.06.28 19:34:44:699;27.54;21.62
2017.06.28 19:34:45:785;27.54;21.62
2017.06.28 19:34:46:915;27.54;21.62
2017.06.28 19:34:48:041;27.54;21.62
2017.06.28 19:34:49:155;27.54;21.62
2017.06.28 19:34:50:294;27.55;21.62
2017.06.28 19:34:51:420;27.55;21.63
2017.06.28 19:34:52:482;27.55;21.63
2017.06.28 19:34:53:568;27.55;21.63
2017.06.28 19:34:54:639;27.55;21.63
2017.06.28 19:34:55:699;27.55;21.63
2017.06.28 19:34:56:847;27.55;21.63
2017.06.28 19:34:57:974;27.56;21.63
2017.06.28 19:34:59:100;27.56;21.63
2017.06.28 19:35:00:162;27.56;21.63
2017.06.28 19:35:01:247;27.56;21.63
2017.06.28 19:35:02:377;27.56;21.64
2017.06.28 19:35:03:503;27.56;21.64
2017.06.28 19:35:04:630;27.56;21.64
2017.06.28 19:35:05:728;27.57;21.64
2017.06.28 19:35:06:883;27.57;21.64
2017.06.28 19:35:08:010;27.57;21.64
2017.06.28 19:35:09:135;27.57;21.64
2017.06.28 19:35:10:263;27.57;21.65
2017.06.28 19:35:11:387;27.58;21.65
2017.06.28 19:35:12:461;27.58;21.65
2017.06.28 19:35:13:535;27.58;21.65
2017.06.28 19:35:14:601;27.58;21.65
2017.06.28 19:35:15:686;27.59;21.65
2017.06.28 19:35:16:746;27.59;21.66
2017.06.28 19:35:17:837;27.59;21.66
2017.06.28 19:35:18:898;27.59;21.66
2017.06.28 19:35:19:986;27.6;21.66
2017.06.28 19:35:21:054;27.6;21.66
2017.06.28 19:35:22:137;27.6;21.66
2017.06.28 19:35:23:268;27.6;21.66
2017.06.28 19:35:24:314;27.6;21.66
2017.06.28 19:35:25:417;27.6;21.66
2017.06.28 19:35:26:478;27.6;21.66
2017.06.28 19:35:27:564;27.6;21.66
2017.06.28 19:35:28:676;27.6;21.66
2017.06.28 19:35:29:820;27.6;21.66
2017.06.28 19:35:30:946;27.6;21.66
2017.06.28 19:35:32:073;27.6;21.66
2017.06.28 19:35:33:200;27.59;21.66
2017.06.28 19:35:34:325;27.59;21.66
2017.06.28 19:35:35:452;27.59;21.66
2017.06.28 19:35:36:513;27.59;21.66
2017.06.28 19:35:37:575;27.59;21.66
2017.06.28 19:35:38:728;27.59;21.66
2017.06.28 19:35:39:854;27.59;21.66
2017.06.28 19:35:40:982;27.59;21.66
2017.06.28 19:35:42:107;27.58;21.65
2017.06.28 19:35:43:234;27.58;21.65
2017.06.28 19:35:44:361;27.58;21.65
2017.06.28 19:35:45:487;27.58;21.65
2017.06.28 19:35:46:548;27.59;21.65
2017.06.28 19:35:47:611;27.59;21.65
2017.06.28 19:35:48:763;27.59;21.65
2017.06.28 19:35:49:891;27.59;21.65
2017.06.28 19:35:50:952;27.59;21.65
2017.06.28 19:35:52:038;27.59;21.65
2017.06.28 19:35:53:167;27.59;21.66
2017.06.28 19:35:54:293;27.59;21.66
2017.06.28 19:35:55:353;27.59;21.66
2017.06.28 19:35:56:440;27.59;21.66
2017.06.28 19:35:57:501;27.59;21.66
2017.06.28 19:35:58:561;27.59;21.66
2017.06.28 19:35:59:721;27.59;21.66
2017.06.28 19:36:00:846;27.59;21.66
2017.06.28 19:36:01:974;27.59;21.66
2017.06.28 19:36:03:099;27.59;21.66
2017.06.28 19:36:04:225;27.59;21.66
2017.06.28 19:36:05:352;27.59;21.66
2017.06.28 19:36:06:412;27.59;21.66
2017.06.28 19:36:07:500;27.59;21.66
2017.06.28 19:36:08:629;27.59;21.66
2017.06.28 19:36:09:755;27.59;21.65
2017.06.28 19:36:10:815;27.59;21.65
2017.06.28 19:36:11:876;27.59;21.65
2017.06.28 19:36:12:937;27.59;21.65
2017.06.28 19:36:13:997;27.59;21.65
2017.06.28 19:36:15:057;27.59;21.65
2017.06.28 19:36:16:118;27.59;21.66
2017.06.28 19:36:17:178;27.59;21.66
2017.06.28 19:36:18:253;27.59;21.66
2017.06.28 19:36:19:314;27.59;21.66
2017.06.28 19:36:20:379;27.59;21.66
2017.06.28 19:36:21:524;27.59;21.66
2017.06.28 19:36:22:619;27.59;21.66
2017.06.28 19:36:23:784;27.59;21.66
2017.06.28 19:36:24:849;27.6;21.66
2017.06.28 19:36:25:932;27.6;21.66
2017.06.28 19:36:27:061;27.6;21.66
2017.06.28 19:36:28:188;27.6;21.67
2017.06.28 19:36:29:250;27.6;21.67
2017.06.28 19:36:30:334;27.61;21.67
2017.06.28 19:36:31:464;27.61;21.67
2017.06.28 19:36:32:591;27.61;21.67
2017.06.28 19:36:33:656;27.61;21.67
2017.06.28 19:36:34:718;27.62;21.68
2017.06.28 19:36:35:872;27.62;21.68
2017.06.28 19:36:36:932;27.62;21.68
2017.06.28 19:36:37:995;27.62;21.68
2017.06.28 19:36:39:144;27.62;21.68
2017.06.28 19:36:40:270;27.62;21.68
2017.06.28 19:36:41:397;27.62;21.68
2017.06.28 19:36:42:458;27.63;21.68
2017.06.28 19:36:43:649;27.63;21.69
2017.06.28 19:36:44:776;27.63;21.69
2017.06.28 19:36:45:837;27.63;21.69
2017.06.28 19:36:46:923;27.64;21.69
2017.06.28 19:36:48:052;27.64;21.69
2017.06.28 19:36:49:178;27.64;21.69
2017.06.28 19:36:50:252;27.64;21.7
2017.06.28 19:36:51:326;27.64;21.7
2017.06.28 19:36:52:387;27.64;21.7
2017.06.28 19:36:53:470;27.65;21.7
2017.06.28 19:36:54:606;27.65;21.7
2017.06.28 19:36:55:732;27.65;21.7
2017.06.28 19:36:56:792;27.65;21.7
2017.06.28 19:36:57:880;27.64;21.7
2017.06.28 19:36:59:009;27.64;21.7
2017.06.28 19:37:00:136;27.64;21.7
2017.06.28 19:37:01:262;27.64;21.7
2017.06.28 19:37:02:388;27.64;21.7
2017.06.28 19:37:03:514;27.65;21.7
2017.06.28 19:37:04:641;27.65;21.7
2017.06.28 19:37:05:767;27.65;21.7
2017.06.28 19:37:06:894;27.65;21.7
2017.06.28 19:37:08:021;27.65;21.7
2017.06.28 19:37:09:147;27.66;21.71
2017.06.28 19:37:10:210;27.66;21.71
2017.06.28 19:37:11:294;27.66;21.71
2017.06.28 19:37:12:423;27.66;21.71
2017.06.28 19:37:13:492;27.66;21.71
2017.06.28 19:37:14:555;27.67;21.71
2017.06.28 19:37:15:701;27.67;21.71
2017.06.28 19:37:16:767;27.67;21.72
2017.06.28 19:37:17:829;27.67;21.72
2017.06.28 19:37:18:890;27.67;21.72
2017.06.28 19:37:20:001;27.67;21.72
2017.06.28 19:37:21:127;27.67;21.72
2017.06.28 19:37:22:340;27.67;21.72
2017.06.28 19:37:23:483;27.67;21.72
2017.06.28 19:37:24:541;27.67;21.72
2017.06.28 19:37:25:630;27.67;21.72
2017.06.28 19:37:26:759;27.67;21.72
2017.06.28 19:37:27:839;27.67;21.72
2017.06.28 19:37:29:012;27.67;21.72
2017.06.28 19:37:30:074;27.68;21.72
2017.06.28 19:37:31:135;27.68;21.72
2017.06.28 19:37:32:201;27.68;21.72
2017.06.28 19:37:33:267;27.68;21.72
2017.06.28 19:37:34:440;27.68;21.72
2017.06.28 19:37:35:566;27.67;21.72
2017.06.28 19:37:36:624;27.67;21.72
2017.06.28 19:37:37:685;27.67;21.72
2017.06.28 19:37:38:844;27.67;21.72
2017.06.28 19:37:39:907;27.67;21.72
2017.06.28 19:37:40:982;27.67;21.72
2017.06.28 19:37:42:065;27.67;21.71
2017.06.28 19:37:43:139;27.67;21.71
2017.06.28 19:37:44:204;27.67;21.71
2017.06.28 19:37:45:291;27.66;21.71
2017.06.28 19:37:46:351;27.66;21.71
2017.06.28 19:37:47:412;27.66;21.71
2017.06.28 19:37:48:571;27.66;21.71
2017.06.28 19:37:49:697;27.66;21.71
2017.06.28 19:37:50:825;27.66;21.71
2017.06.28 19:37:51:950;27.66;21.71
2017.06.28 19:37:53:010;27.66;21.71
2017.06.28 19:37:54:060;27.66;21.71
2017.06.28 19:37:55:117;27.66;21.71
2017.06.28 19:37:56:248;27.66;21.71
2017.06.28 19:37:57:377;27.66;21.71
2017.06.28 19:37:58:439;27.66;21.71
2017.06.28 19:37:59:523;27.66;21.71
2017.06.28 19:38:00:655;27.65;21.71
2017.06.28 19:38:01:716;27.65;21.71
2017.06.28 19:38:02:801;27.65;21.7
2017.06.28 19:38:03:931;27.65;21.7
2017.06.28 19:38:05:057;27.65;21.7
2017.06.28 19:38:06:185;27.65;21.7
2017.06.28 19:38:07:247;27.65;21.7
2017.06.28 19:38:08:331;27.65;21.7
2017.06.28 19:38:09:460;27.65;21.7
2017.06.28 19:38:10:586;27.65;21.7
2017.06.28 19:38:11:647;27.65;21.7
2017.06.28 19:38:12:711;27.65;21.71
2017.06.28 19:38:13:772;27.65;21.71
2017.06.28 19:38:14:834;27.65;21.71
2017.06.28 19:38:15:909;27.66;21.71
2017.06.28 19:38:17:038;27.66;21.71
2017.06.28 19:38:18:165;27.66;21.71
2017.06.28 19:38:19:290;27.66;21.71
2017.06.28 19:38:20:358;27.66;21.71
2017.06.28 19:38:21:419;27.66;21.71
2017.06.28 19:38:22:484;27.66;21.71
2017.06.28 19:38:23:588;27.66;21.71
2017.06.28 19:38:24:683;27.66;21.71
2017.06.28 19:38:25:845;27.66;21.71
2017.06.28 19:38:26:906;27.66;21.71
2017.06.28 19:38:28:113;27.67;21.71
2017.06.28 19:38:29:224;27.67;21.72
2017.06.28 19:38:30:289;27.67;21.72
2017.06.28 19:38:31:485;27.67;21.72
2017.06.28 19:38:32:602;27.67;21.72
2017.06.28 19:38:33:729;27.67;21.72
2017.06.28 19:38:34:855;27.67;21.72
2017.06.28 19:38:35:981;27.67;21.72
2017.06.28 19:38:37:042;27.67;21.72
2017.06.28 19:38:38:107;27.68;21.72
2017.06.28 19:38:39:173;27.68;21.72
2017.06.28 19:38:40:283;27.68;21.72
2017.06.28 19:38:41:343;27.68;21.73
2017.06.28 19:38:42:431;27.68;21.73
2017.06.28 19:38:43:560;27.68;21.73
2017.06.28 19:38:44:685;27.69;21.73
2017.06.28 19:38:45:816;27.69;21.73
2017.06.28 19:38:46:924;27.69;21.73
2017.06.28 19:38:48:065;27.69;21.73
2017.06.28 19:38:49:190;27.69;21.73
2017.06.28 19:38:50:317;27.69;21.73
2017.06.28 19:38:51:444;27.69;21.73
2017.06.28 19:38:52:570;27.69;21.73
2017.06.28 19:38:53:724;27.69;21.73
2017.06.28 19:38:54:793;27.69;21.73
2017.06.28 19:38:55:949;27.69;21.73
2017.06.28 19:38:57:075;27.68;21.73
2017.06.28 19:38:58:205;27.68;21.72
2017.06.28 19:38:59:273;27.68;21.72
2017.06.28 19:39:00:349;27.68;21.72
2017.06.28 19:39:01:409;27.67;21.72
2017.06.28 19:39:02:500;27.67;21.72
2017.06.28 19:39:03:630;27.67;21.72
2017.06.28 19:39:04:755;27.67;21.72
2017.06.28 19:39:05:882;27.67;21.72
2017.06.28 19:39:06:945;27.67;21.72
2017.06.28 19:39:08:028;27.67;21.72
2017.06.28 19:39:09:159;27.67;21.72
2017.06.28 19:39:10:219;27.67;21.71
2017.06.28 19:39:11:306;27.67;21.71
2017.06.28 19:39:12:436;27.66;21.71
2017.06.28 19:39:13:561;27.66;21.71
2017.06.28 19:39:14:688;27.66;21.71
2017.06.28 19:39:15:815;27.66;21.71
2017.06.28 19:39:16:876;27.67;21.71
2017.06.28 19:39:17:972;27.67;21.71
2017.06.28 19:39:19:036;27.67;21.71
2017.06.28 19:39:20:112;27.67;21.71
2017.06.28 19:39:21:242;27.67;21.71
2017.06.28 19:39:22:365;27.67;21.71
2017.06.28 19:39:23:494;27.67;21.71
2017.06.28 19:39:24:547;27.67;21.71
2017.06.28 19:39:25:646;27.67;21.71
2017.06.28 19:39:26:772;27.67;21.71
2017.06.28 19:39:27:898;27.67;21.71
2017.06.28 19:39:29:024;27.67;21.71
2017.06.28 19:39:30:150;27.66;21.71
2017.06.28 19:39:31:210;27.66;21.71
2017.06.28 19:39:32:301;27.66;21.71
2017.06.28 19:39:33:361;27.66;21.71
2017.06.28 19:39:34:449;27.66;21.71
2017.06.28 19:39:35:510;27.66;21.71
2017.06.28 19:39:36:570;27.66;21.71
2017.06.28 19:39:37:632;27.66;21.71
2017.06.28 19:39:38:752;27.66;21.71
2017.06.28 19:39:39:882;27.66;21.71
2017.06.28 19:39:40:965;27.66;21.71
2017.06.28 19:39:42:155;27.66;21.71
2017.06.28 19:39:43:360;27.66;21.71
2017.06.28 19:39:44:469;27.66;21.71
2017.06.28 19:39:45:615;27.66;21.71
2017.06.28 19:39:46:740;27.66;21.71
2017.06.28 19:39:47:866;27.66;21.71
2017.06.28 19:39:48:995;27.66;21.71
2017.06.28 19:39:50:119;27.66;21.71
2017.06.28 19:39:51:245;27.66;21.71
2017.06.28 19:39:52:371;27.67;21.71
2017.06.28 19:39:53:431;27.67;21.71
2017.06.28 19:39:54:519;27.67;21.72
2017.06.28 19:39:55:648;27.67;21.72
2017.06.28 19:39:56:708;27.67;21.72
2017.06.28 19:39:57:769;27.67;21.71
2017.06.28 19:39:58:925;27.67;21.71
2017.06.28 19:40:00:051;27.67;21.72
2017.06.28 19:40:01:178;27.67;21.72
2017.06.28 19:40:02:331;27.67;21.72
2017.06.28 19:40:03:399;27.67;21.72
2017.06.28 19:40:04:557;27.67;21.72
2017.06.28 19:40:05:684;27.67;21.72
2017.06.28 19:40:06:744;27.67;21.72
2017.06.28 19:40:07:830;27.67;21.72
2017.06.28 19:40:08:960;27.67;21.72
2017.06.28 19:40:10:099;27.67;21.72
2017.06.28 19:40:11:200;27.67;21.72
2017.06.28 19:40:12:339;27.67;21.72
2017.06.28 19:40:13:402;27.67;21.72
2017.06.28 19:40:14:463;27.67;21.72
2017.06.28 19:40:15:529;27.67;21.72
2017.06.28 19:40:16:641;27.67;21.72
2017.06.28 19:40:17:766;27.67;21.72
2017.06.28 19:40:18:830;27.67;21.71
2017.06.28 19:40:19:914;27.66;21.71
2017.06.28 19:40:21:145;27.66;21.71
2017.06.28 19:40:22:206;27.66;21.71
2017.06.28 19:40:23:262;27.66;21.71
2017.06.28 19:40:24:308;27.66;21.71
2017.06.28 19:40:25:437;27.66;21.71
2017.06.28 19:40:26:582;27.66;21.71
2017.06.28 19:40:27:702;27.66;21.71
2017.06.28 19:40:28:825;27.66;21.71
2017.06.28 19:40:29:951;27.65;21.71
2017.06.28 19:40:31:014;27.65;21.71
2017.06.28 19:40:32:075;27.65;21.7
2017.06.28 19:40:33:228;27.65;21.7
2017.06.28 19:40:34:306;27.65;21.7
2017.06.28 19:40:35:376;27.65;21.7
2017.06.28 19:40:36:436;27.65;21.7
2017.06.28 19:40:37:496;27.65;21.7
2017.06.28 19:40:38:656;27.65;21.7
2017.06.28 19:40:39:782;27.65;21.7
2017.06.28 19:40:40:843;27.65;21.7
2017.06.28 19:40:41:904;27.65;21.7
2017.06.28 19:40:42:963;27.65;21.7
2017.06.28 19:40:44:026;27.65;21.7
2017.06.28 19:40:45:089;27.65;21.7
2017.06.28 19:40:46:235;27.65;21.7
2017.06.28 19:40:47:294;27.65;21.7
2017.06.28 19:40:48:381;27.65;21.7
2017.06.28 19:40:49:442;27.65;21.7
2017.06.28 19:40:50:508;27.65;21.7
2017.06.28 19:40:51:661;27.65;21.7
2017.06.28 19:40:52:786;27.65;21.7
2017.06.28 19:40:53:851;27.65;21.7
2017.06.28 19:40:54:919;27.65;21.7
2017.06.28 19:40:56:064;27.65;21.7
2017.06.28 19:40:57:124;27.65;21.7
2017.06.28 19:40:58:211;27.65;21.7
2017.06.28 19:40:59:342;27.65;21.7
2017.06.28 19:41:00:467;27.65;21.7
2017.06.28 19:41:01:594;27.65;21.7
2017.06.28 19:41:02:720;27.65;21.7
2017.06.28 19:41:03:804;27.65;21.7
2017.06.28 19:41:04:864;27.65;21.7
2017.06.28 19:41:05:996;27.65;21.7
2017.06.28 19:41:07:124;27.64;21.7
2017.06.28 19:41:08:250;27.64;21.69
2017.06.28 19:41:09:376;27.64;21.69
2017.06.28 19:41:10:471;27.63;21.69
2017.06.28 19:41:11:629;27.63;21.69
2017.06.28 19:41:12:756;27.63;21.69
2017.06.28 19:41:13:881;27.63;21.69
2017.06.28 19:41:15:008;27.63;21.68
2017.06.28 19:41:16:134;27.62;21.68
2017.06.28 19:41:17:195;27.62;21.68
2017.06.28 19:41:18:281;27.62;21.68
2017.06.28 19:41:19:342;27.61;21.67
2017.06.28 19:41:20:402;27.61;21.67
2017.06.28 19:41:21:560;27.61;21.67
2017.06.28 19:41:22:756;27.61;21.67
2017.06.28 19:41:23:917;27.61;21.67
2017.06.28 19:41:25:043;27.61;21.67
2017.06.28 19:41:26:170;27.61;21.67
2017.06.28 19:41:27:295;27.61;21.67
2017.06.28 19:41:28:422;27.61;21.67
2017.06.28 19:41:29:548;27.61;21.67
2017.06.28 19:41:30:662;27.61;21.67
2017.06.28 19:41:31:802;27.6;21.67
2017.06.28 19:41:32:928;27.6;21.67
2017.06.28 19:41:34:055;27.6;21.67
2017.06.28 19:41:35:116;27.6;21.67
2017.06.28 19:41:36:202;27.6;21.67
2017.06.28 19:41:37:332;27.6;21.67
2017.06.28 19:41:38:458;27.6;21.67
2017.06.28 19:41:39:519;27.6;21.67
2017.06.28 19:41:40:580;27.6;21.67
2017.06.28 19:41:41:641;27.6;21.66
2017.06.28 19:41:42:708;27.59;21.66
2017.06.28 19:41:43:779;27.59;21.66
2017.06.28 19:41:44:909;27.59;21.66
2017.06.28 19:41:46:035;27.59;21.65
2017.06.28 19:41:47:096;27.58;21.65
2017.06.28 19:41:48:182;27.58;21.65
2017.06.28 19:41:49:294;27.58;21.65
2017.06.28 19:41:50:438;27.58;21.65
2017.06.28 19:41:51:564;27.57;21.65
2017.06.28 19:41:52:623;27.57;21.64
2017.06.28 19:41:53:817;27.57;21.64
2017.06.28 19:41:54:943;27.57;21.64
2017.06.28 19:41:56:079;27.57;21.64
2017.06.28 19:41:57:139;27.57;21.64
2017.06.28 19:41:58:217;27.57;21.64
2017.06.28 19:41:59:279;27.57;21.64
2017.06.28 19:42:00:375;27.56;21.64
2017.06.28 19:42:01:436;27.56;21.64
2017.06.28 19:42:02:501;27.56;21.64
2017.06.28 19:42:03:648;27.56;21.64
2017.06.28 19:42:04:774;27.56;21.64
2017.06.28 19:42:05:835;27.56;21.64
2017.06.28 19:42:06:922;27.56;21.64
2017.06.28 19:42:08:051;27.57;21.64
2017.06.28 19:42:09:177;27.57;21.64
2017.06.28 19:42:10:238;27.57;21.64
2017.06.28 19:42:11:300;27.57;21.64
2017.06.28 19:42:12:362;27.57;21.64
2017.06.28 19:42:13:478;27.57;21.64
2017.06.28 19:42:14:544;27.57;21.65
2017.06.28 19:42:15:606;27.58;21.65
2017.06.28 19:42:16:688;27.58;21.65
2017.06.28 19:42:17:776;27.58;21.65
2017.06.28 19:42:18:905;27.58;21.65
2017.06.28 19:42:20:012;27.58;21.65
2017.06.28 19:42:21:158;27.59;21.65
2017.06.28 19:42:22:350;27.59;21.66
2017.06.28 19:42:23:405;27.59;21.66
2017.06.28 19:42:24:537;27.59;21.66
2017.06.28 19:42:25:663;27.59;21.66
2017.06.28 19:42:26:790;27.6;21.66
2017.06.28 19:42:27:916;27.6;21.66
2017.06.28 19:42:29:042;27.6;21.66
2017.06.28 19:42:30:169;27.6;21.66
2017.06.28 19:42:31:231;27.6;21.66
2017.06.28 19:42:32:319;27.6;21.66
2017.06.28 19:42:33:446;27.6;21.67
2017.06.28 19:42:34:573;27.6;21.67
2017.06.28 19:42:35:698;27.61;21.67
2017.06.28 19:42:36:826;27.61;21.67
2017.06.28 19:42:37:888;27.61;21.67
2017.06.28 19:42:38:973;27.61;21.67
2017.06.28 19:42:40:034;27.61;21.67
2017.06.28 19:42:41:122;27.61;21.67
2017.06.28 19:42:42:186;27.61;21.67
2017.06.28 19:42:43:274;27.61;21.67
2017.06.28 19:42:44:338;27.61;21.67
2017.06.28 19:42:45:401;27.61;21.67
2017.06.28 19:42:46:467;27.61;21.67
2017.06.28 19:42:47:577;27.61;21.67
2017.06.28 19:42:48:639;27.61;21.67
2017.06.28 19:42:49:724;27.6;21.67
2017.06.28 19:42:50:854;27.6;21.67
2017.06.28 19:42:51:941;27.6;21.67
2017.06.28 19:42:53:107;27.6;21.67
2017.06.28 19:42:54:233;27.6;21.67
2017.06.28 19:42:55:359;27.61;21.67
2017.06.28 19:42:56:486;27.6;21.67
2017.06.28 19:42:57:549;27.6;21.67
2017.06.28 19:42:58:633;27.6;21.67
2017.06.28 19:42:59:763;27.6;21.67
2017.06.28 19:43:00:889;27.6;21.67
2017.06.28 19:43:02:016;27.61;21.67
2017.06.28 19:43:03:142;27.61;21.67
2017.06.28 19:43:04:267;27.61;21.67
2017.06.28 19:43:05:394;27.61;21.67
2017.06.28 19:43:06:455;27.61;21.67
2017.06.28 19:43:07:541;27.61;21.67
2017.06.28 19:43:08:671;27.61;21.67
2017.06.28 19:43:09:731;27.61;21.67
2017.06.28 19:43:10:793;27.61;21.67
